17,184
21,185
23,183
32,186
41,187
42,188
45,189
45,190
46,191
52,192
55,193
56,194
56,195
57,196
58,196
60,197
60,198
60,199
60,200
60,201
60,202
62,203
63,204
64,194
64,205
66,206
66,207
69,208
69,209
69,157
70,208
70,209
70,207
76,210
76,211
77,212
